"id,Title,Date,CustomerCode,Type,ItemCode,Remarques,""Paire de branche"",""Branche gauche"",""Branche droite"",""Verres presentation"",""Verres solaires"",Face,Tenon,""Vis plaquettes"",""Vis face"",""Vis branches"",Manchon,Plaquettes,Vis,""Manchon gauche"",""Manchon droit"",""Tenon gauche"",""Tenon droit"""
"156670,""Utilisateur : 561 - Reference monture : lopapertigerc2"",20190110,C0231530797,""Pieces detachees"",lopapertigerc2,,,1,1,,,,,,,,,,,,,,"
"156677,""Utilisateur : 2629 - Reference monture : foeverdeenc1"",20190110,C0477532663,""Pieces detachees"",foeverdeenc1,,,,1,,,,,,,,,,,,,,"
"156684,""Utilisateur : 2122 - Reference monture : lsfleecec1"",20190110,c0442282107,""Pieces detachees"",lsfleecec1,""defaut fabrication cercle droit."",,,,,,1,,,,,,,,,,,"
"156685,""Utilisateur : 3105 - Reference monture : lohydeparkc3"",20190110,C0549412657,""Pieces detachees"",lohydeparkc3,,,,,,,1,,,,,,,,,,,"
"156687,""Utilisateur : 561 - Reference monture : locontinentalc3"",20190110,C0231530797,""Pieces detachees"",locontinentalc3,,,1,1,,,1,,,,,,,,,,,"
"156691,""Utilisateur : 4117 - Reference monture : vofogarinoc2"",20190110,C0450323671,""Pieces detachees"",vofogarinoc2,,,,1,,,,,,,,,,,,,,"
"156692,""Utilisateur : 2917 - Reference monture : voauerbachc1"",20190110,C0493011304,""Pieces detachees"",voauerbachc1,,,,,,,1,,,,,,,,,,,"
"156693,""Utilisateur : 738 - Reference monture : vohannac1"",20190110,C0238290303,""Pieces detachees"",vohannac1,,,,,,,1,,,,,,,,,,,"
"156694,""Utilisateur : 2917 - Reference monture : foabernathyc6"",20190110,C0493011304,""Pieces detachees"",foabernathyc6,,,,,,,02,,,,,,,,,,,"
"156748,""Utilisateur : 1864 - Reference monture : vomuirc1"",20190110,C0385883232,""Pieces detachees"",vomuirc1,,,,,,,1,,,,,,,,,,,"
"156757,""Utilisateur : 700 - Reference monture : fochristinec1"",20190110,C0235703425,""Pieces detachees"",fochristinec1,,,1,,,,,,,,,,,,,,,"
"156766,""Utilisateur : 4212 - Reference monture : voturunenc3"",20190111,C0299999287,""Pieces detachees"",voturunenc3,""pas de vis defectueux Merci de nous envoyer le tenon gauche et la vis associee"",,,,,,,,,,,,,1,,,1,"
"156768,""Utilisateur : 4102 - Reference monture : fosavastanoc2"",20190111,C0320279150,""Pieces detachees"",fosavastanoc2,""ref de buck henri"",,,,,,1,,,,,,,,,,,"
